is_rumor,thread,in_reply_tweet,tweet_id,is_source_tweet,in_reply_user,hashtags_count,retweet_count,favorite_count,mentions_count,user.tweets_count,user.verified,user.followers_count,user.friends_count,sentimentscore,rumor_spreaders_intensity_score
0,2.17782E+18,2.17789E+18,2.17793E+18,0,5593511123,0,0,1,7,7126,0,352,1220,-0.201851852,0
0,5.5359E+17,5.5359E+17,5.53591E+17,0,7702542,0,1,1,1,4889,0,2123,97,0,0
0,1.49891E+18,4.99696E+17,1.49892E+18,1,44491920,3,249,44,8,11849,0,39022,1756,0,0
0,5.00364E+17,5.00364E+17,5.00379E+17,0,65375759,0,0,0,2,16840,0,835,1196,0,0
0,1.10708E+18,1.10708E+18,1.10709E+18,0,102223018,0,0,0,3,8125,0,123,346,0.2,0
0,5.00255E+17,5.00443E+17,5.00447E+17,0,1549231957,0,0,0,2,3658,0,1379,1352,0.7,0
0,5.52824E+17,5.52824E+17,5.52842E+17,0,47624589,0,0,0,1,20647,0,1909,1862,0.2,0
0,4.99696E+17,4.99696E+17,4.99698E+17,0,14849562,0,0,0,2,411,0,121,297,-0.083333333,0
0,5.53186E+17,5.53215E+17,5.53217E+17,0,41789292,1,17,4,1,9621,0,7964,1287,0,0
0,5.24968E+17,0,5.24968E+17,1,0,2,166,32,1,2365,0,627,329,0.3,0
0,5.52837E+17,5.52837E+17,5.52839E+17,0,84652988,0,9,1,3,2156,0,73,363,-0.0125,0
0,5.5285E+17,5.5285E+17,5.5287E+17,0,531902156,2,0,1,2,3475,0,149,39,0,0
0,2.20415E+18,2.20415E+18,2.20421E+18,0,159851228,0,0,1,6,11163,0,114,681,0.05,0
0,1.63327E+18,1.6333E+18,1.63333E+18,0,3019853048,0,2,1,8,6651,0,900,567,-0.026190476,0
0,5.4452E+17,5.4452E+17,5.4452E+17,0,30495613,0,0,0,1,142402,0,5848,5142,0.5,0
0,5.44412E+17,0,5.44412E+17,1,0,1,121,73,0,2164,0,545,1087,0.3,0
0,5.00366E+17,5.00366E+17,5.00366E+17,0,341908197,3,0,0,1,20061,0,499,855,0,0
0,1.57501E+18,0,1.57501E+18,3,0,2,580,225,0,1791,3,24500,64,0.7,0
0,5.00309E+17,5.00387E+17,5.00426E+17,0,76950285,0,0,0,3,680,0,50,50,0.5,0
0,5.44295E+17,5.44295E+17,5.44308E+17,0,850302560,0,0,0,1,188,0,3,39,0,0
0,4.97805E+18,4.97811E+18,4.97815E+18,0,508727540,0,0,2,9,191934,0,6393,10251,0.283333333,0
0,5.25005E+17,5.25005E+17,5.25016E+17,0,19636948,0,0,0,1,551,0,140,210,-0.45,0
0,5.81286E+17,5.81286E+17,5.81304E+17,0,14677919,1,2,3,2,6167,0,7787,313,0.4,0
0,1.05009E+18,1.05009E+18,1.05009E+18,0,2381190768,0,0,11,2,87504,0,17992,888,0.4,0
0,4.997E+17,4.997E+17,4.99703E+17,0,279390084,1,4,0,1,407,0,39,190,0.2,0
0,5.77442E+18,5.77588E+18,5.7759E+18,0,1982484394,0,0,3,19,71852,0,11396,10032,0.45,0
0,4.99697E+17,4.99697E+17,4.99714E+17,0,33092289,0,0,0,2,6034,0,356,852,0,0
0,5.00366E+17,5.00366E+17,5.0037E+17,0,341908197,0,0,0,1,1090,0,388,611,-0.5,0
0,5.44511E+17,5.44511E+17,5.44524E+17,0,1271778210,0,1,0,3,4230,0,316,421,0,0
0,1.08902E+18,1.08903E+18,1.08904E+18,0,2543556420,0,2,2,5,114864,0,3534,142,0,0
0,5.52811E+17,5.52811E+17,5.52826E+17,0,83795099,1,0,0,1,4252,0,131,307,0,0
0,1.65964E+18,1.65964E+18,1.65975E+18,0,4434597716,0,0,0,5,631979,0,81705,54474,1.375,0
0,5.53152E+17,5.53152E+17,5.53576E+17,0,868112707,0,0,0,3,6,0,3,22,0,0
0,4.99635E+17,4.99635E+17,4.99636E+17,0,42389136,0,2,1,1,41188,0,3413,1371,-0.308333333,0
0,1.10707E+18,1.10708E+18,1.10708E+18,0,130521584,1,0,1,3,8322,0,436,1954,0.420454545,0
0,5.44495E+17,5.44495E+17,5.44501E+17,0,16973333,0,0,0,1,130,0,19,64,0,0
0,5.25027E+17,5.25027E+17,5.25064E+17,0,18479513,1,0,1,1,203,0,22,63,0,0
0,2.76778E+18,2.76826E+18,2.7683E+18,0,87318300,4,0,1,5,97675,0,5440,2270,-0.3125,0
0,5.00379E+17,5.00379E+17,5.00384E+17,0,15907183,0,0,0,1,1109,0,394,836,-0.05,0
0,4.97549E+18,4.97753E+18,4.97768E+18,0,4210418783,0,1,7,25,45532,0,1329,770,-1.013392857,0
0,2.17764E+18,2.17766E+18,2.17768E+18,0,2241037950,0,0,0,6,164200,0,7063,7536,1.838888889,0
0,1.16073E+18,1.16073E+18,1.16073E+18,0,1312298995,0,0,0,3,9738,0,417,798,0,0
0,5.24973E+17,5.24973E+17,5.24977E+17,0,121483664,0,0,0,1,10544,0,2066,1962,0.625,0
0,5.53503E+17,5.53503E+17,5.53504E+17,0,189097725,0,0,0,1,46117,0,766,271,0,0
0,5.24953E+17,5.24953E+17,5.24957E+17,0,33407417,0,0,0,3,11600,0,893,1399,1,0
0,5.2496E+17,0,5.2496E+17,1,0,1,434,291,0,23975,0,1402,915,0.9,0
0,1.08855E+18,1.08855E+18,1.08855E+18,0,2944066985,0,0,1,2,34552,0,884,238,0.4,0
0,4.98509E+17,4.98509E+17,4.98517E+17,0,15888299,0,1,1,2,21392,0,672,574,0,0
0,5.25036E+17,5.25036E+17,5.25039E+17,0,18510860,0,0,0,1,553,0,310,177,0,0
0,1.10566E+18,1.10568E+18,1.10568E+18,0,591810652,0,3,2,2,18417,0,367,1124,0.5,0
0,5.52837E+17,5.52837E+17,5.52857E+17,0,84652988,0,1,1,2,36780,0,3120,1455,0.610351563,0
0,1.10635E+18,1.10635E+18,1.10635E+18,0,29212158,0,0,2,2,1526,0,20,200,0,0
0,5.53551E+17,5.53551E+17,5.53553E+17,0,807095,0,0,0,1,452,0,36,78,-0.2625,0
0,9.96455E+18,9.96513E+18,9.96518E+18,0,822588389,0,6,2,36,21856,0,954,1714,-1.174285714,0
0,5.53589E+17,5.53589E+17,5.53591E+17,0,14511951,0,0,0,1,336,0,26,88,0,0
0,5.52802E+17,5.52813E+17,5.52823E+17,0,38800236,0,0,1,3,11913,0,1194,430,0.25,0
0,1.63302E+18,1.63303E+18,1.63308E+18,0,2978124867,0,0,1,10,559799,0,26000,24050,0.820454545,0
0,5.24949E+17,5.24949E+17,5.25289E+17,0,12987202,0,0,1,1,23213,0,2520,1487,0.194444444,0
0,1.6507E+18,1.6507E+18,1.65077E+18,0,941984569,1,0,0,7,62879,0,6131,6422,-0.084469697,0
0,5.5313E+17,5.5313E+17,5.53138E+17,0,524545961,0,0,0,3,36218,0,536,469,1,0
0,1.10564E+18,1.10575E+18,1.10585E+18,0,2695156862,0,0,2,4,3162,0,174,352,0.5,0
0,5.52843E+17,5.52855E+17,5.52871E+17,0,38164483,1,2,1,2,11501,0,146653,188,0,0
0,5.52835E+17,5.52835E+17,5.52837E+17,0,759251,1,0,1,2,1655,0,978,1563,0,0
0,4.99696E+17,4.99704E+17,4.99717E+17,0,14849562,0,0,1,3,12725,0,4201,4229,0,0
0,9.9888E+17,1.00087E+18,1.00157E+18,0,34146450,0,0,1,4,1570,0,1778,2706,0.5,0
0,5.00294E+17,5.00294E+17,5.0037E+17,0,16935292,0,0,0,2,1907,0,80,482,0.1,0
0,4.99674E+17,4.99674E+17,4.99675E+17,0,14849562,1,6,2,1,101465,0,984,349,0,0
0,9.97088E+17,9.97937E+17,9.98785E+17,0,559695038,0,0,0,4,33312,0,274,500,0.8,0
0,4.99701E+17,4.99701E+17,4.99703E+17,0,1716581,0,0,0,2,12412,0,683,585,0,0
0,4.99643E+17,4.99643E+17,4.99996E+17,0,101848151,0,0,0,1,53760,0,1913,661,0,0
0,5.53112E+17,5.53112E+17,5.53118E+17,0,1571428436,0,0,1,1,516,0,267,537,0.136363636,0
0,5.53146E+17,5.53158E+17,5.53163E+17,0,2414036778,0,0,1,3,3731,0,1270,402,0,0
0,5.53547E+17,5.53547E+17,5.53549E+17,0,14138785,0,0,0,1,1844,0,222,578,0,0
0,5.52802E+17,5.52802E+17,5.52811E+17,0,19929890,0,0,1,2,15631,0,2920,1738,0,0
0,5.53201E+17,5.53201E+17,5.53215E+17,0,41204528,1,0,0,1,192,0,22,86,0,0
0,1.66068E+18,1.66083E+18,1.66087E+18,0,72823732,0,0,3,4,188618,0,5730,5928,-5.55112E-17,0
0,1.08883E+18,1.08885E+18,1.08887E+18,0,375755554,1,0,1,8,7732,0,784,600,0.5,0
0,2.00111E+18,2.00112E+18,2.00113E+18,0,1696832962,2,2,2,4,294424,0,13544,2168,-0.216666667,0
0,5.44329E+17,5.44329E+17,5.44332E+17,0,20197308,1,0,0,2,2343,0,115,211,0.433333333,0
0,4.99621E+17,4.99621E+17,4.99624E+17,0,195271137,0,0,0,1,7305,0,612,1227,0,0
0,5.00328E+17,5.00328E+17,5.00335E+17,0,216299334,0,0,0,1,23688,0,874,1225,0.5,0
0,5.52824E+17,5.52824E+17,5.52829E+17,0,868112707,0,0,0,2,126645,0,31526,23081,-0.1,0
0,1.65935E+18,1.65939E+18,1.65943E+18,0,978297308,0,20,13,6,84789,0,2923,3447,-0.114285714,0
0,8.49386E+18,8.49408E+18,8.49409E+18,0,13652450720,0,12,11,30,673723,0,252317,249727,-1.039583333,0
0,5.53145E+17,5.53145E+17,5.53146E+17,0,168828976,2,0,0,2,9244,0,1025,1048,0,0
0,5.53215E+17,0,5.53215E+17,1,0,1,294,543,0,9694,1,328422,193,0,0
0,5.44301E+17,5.44301E+17,5.44303E+17,0,19317766,0,0,1,1,8,0,3,5,0.316666667,0
0,9.96518E+17,9.96523E+17,9.96951E+17,0,870802917,1,0,1,3,131217,0,1408,4002,-0.2,0
0,4.99649E+17,4.99649E+17,4.9966E+17,0,343800462,3,74,42,1,55971,0,2174,520,0,0
0,5.52982E+17,5.52982E+17,5.52994E+17,0,227837742,1,0,0,1,74526,0,3236,3545,0,0
0,3.87426E+18,3.87541E+18,3.87546E+18,0,13989777434,0,0,0,13,9191,0,406,1393,-0.126488095,0
0,4.9959E+17,4.9959E+17,4.99733E+17,0,5513002,2,0,0,1,51878,0,692,463,0,0
0,5.52815E+17,5.52815E+17,5.52822E+17,0,299416026,0,0,0,2,13294,0,288,363,0,0
0,5.00178E+17,5.00223E+17,5.00231E+17,0,22495024,0,0,0,2,2017,0,73,433,-0.1,0
0,2.59996E+18,2.59998E+18,2.6E+18,0,3445954317,0,0,2,10,8953,0,247,495,-0.025,0
0,4.99533E+17,4.99567E+17,4.99569E+17,0,937592917,0,0,0,2,146537,0,1011,805,0,0
0,5.53213E+17,5.53213E+17,5.53255E+17,0,146218381,0,0,0,3,288,0,265,1086,0.1,0
0,5.00189E+17,5.00191E+17,5.00192E+17,0,1137292190,0,0,0,1,1043025,0,31546,21,0,0
0,5.44333E+17,5.44336E+17,5.44337E+17,0,2209179798,0,0,2,3,35231,0,1273,859,0,0
0,5.44466E+17,5.44466E+17,5.44467E+17,0,17537467,0,0,1,1,3308,0,83,186,0,0
0,5.44519E+17,5.44522E+17,5.44532E+17,0,267386083,0,2,1,1,4615,0,1078,1099,0,0
0,5.0024E+17,5.0024E+17,5.00474E+17,0,18839937,0,0,1,2,5368,0,171,66,0.625,0
0,5.44287E+17,5.44287E+17,5.44329E+17,0,123746182,0,0,0,1,1569,0,29,67,0.033333333,0
0,5.53157E+17,5.53157E+17,5.53159E+17,0,43531759,0,0,2,2,277,0,154,276,0,0
0,1.08899E+18,1.08899E+18,1.089E+18,0,3035776466,2,0,1,3,3920,0,904,1032,0,0
0,5.52837E+17,5.52837E+17,5.52845E+17,0,788524,0,0,0,1,3,0,6,45,0,0
0,4.99608E+17,4.99608E+17,4.99609E+17,0,279390084,0,0,0,3,15715,0,1855,2013,0,0
0,5.52841E+17,5.52841E+17,5.52845E+17,0,344613908,2,0,0,1,11041,0,328,234,-0.166666667,0
0,5.53158E+17,5.53179E+17,5.5318E+17,0,247762852,0,0,0,2,4141,0,219,174,0.285714286,0
0,4.99585E+17,4.99588E+17,4.99734E+17,0,148066896,0,0,1,3,4532,0,199,865,0,0
0,5.24992E+17,5.24992E+17,5.24993E+17,0,742143,0,1,0,1,12910,0,11693,2685,-0.125,0
0,1.66014E+18,1.66016E+18,1.66017E+18,0,226125234,0,0,0,5,318469,0,13357,6211,-0.590277778,0
0,8.16599E+18,7.62178E+18,8.16622E+18,1,12982779207,1,137,182,15,450832,0,9480,4995,0.035416667,0
0,5.24958E+17,5.24958E+17,5.24959E+17,0,759251,1,0,0,1,48594,0,1530,1807,0,0
0,9.99271E+17,9.99273E+17,9.99384E+17,0,74380871,0,0,0,3,32732,0,12980,8656,0.1,0
0,5.44511E+17,5.44511E+17,5.44512E+17,0,268676434,0,1,3,1,45671,0,705,717,0,0
0,1.63299E+18,1.63299E+18,1.633E+18,0,2327151470,0,0,0,5,121013,0,2596,585,0.78125,0
0,5.53226E+17,0,5.53226E+17,1,0,0,112,82,0,13073,1,17538,612,-0.1,0
0,5.52843E+17,5.52843E+17,5.52853E+17,0,972651,1,0,0,1,7064,0,155,371,0,0
0,1.08894E+18,1.08894E+18,1.08895E+18,0,2257991728,0,0,0,2,418,0,60,150,0.2,0
0,1.10564E+18,1.10564E+18,1.10564E+18,0,22402858,0,3,7,2,12769,0,3324,518,0,0
0,1.65952E+18,5.53179E+17,1.65956E+18,0,2746259535,0,1,0,5,6766,0,246,359,-0.8453125,0
0,9.99406E+17,9.99406E+17,9.9941E+17,0,28181896,1,0,1,2,29070,0,1206,3992,0.055555556,0
0,1.10567E+18,1.10581E+18,1.10594E+18,0,57347098,1,0,0,2,904,0,672,2018,0,0
0,2.49831E+18,2.49836E+18,2.49837E+18,0,237212948,2,13,7,5,280355,0,2085,3188,1.771800595,0
0,5.80359E+17,5.80359E+17,5.80375E+17,0,134196350,0,0,0,1,16995,0,1155,1290,0,0
0,3.26634E+18,3.26645E+18,3.26666E+18,0,2492411214,0,0,0,7,20358,0,498,1806,-0.367857143,0
0,1.10568E+18,1.10569E+18,1.10569E+18,0,33442922,1,35,14,4,75700,2,42276,2090,0.3125,0
0,1.10623E+18,1.10625E+18,1.10627E+18,0,4731313608,1,0,0,5,7542,0,318,664,0.5,0
0,2.21243E+18,2.21255E+18,2.21258E+18,0,5981136120,0,0,0,8,544,0,108,196,0.836363636,0
0,4.98453E+17,4.98453E+17,4.98455E+17,0,27376958,1,1,1,2,68471,0,540,329,0.1,0
0,5.53125E+17,5.53125E+17,5.53176E+17,0,2190056023,0,0,0,2,9571,0,189,373,-0.625,0
0,4.99606E+17,4.99606E+17,4.99804E+17,0,23831448,1,0,0,1,15226,0,1127,955,0.6,0
0,5.44288E+17,5.44297E+17,5.44297E+17,0,37529477,0,0,0,1,34365,0,950,1757,0,0
0,4.99608E+17,4.99608E+17,4.99614E+17,0,279390084,0,0,0,2,1999,0,48,30,0.8,0
0,4.99643E+17,4.99643E+17,5.00015E+17,0,101848151,1,0,0,1,29246,0,3993,3009,0.6,0
0,1.10626E+18,1.10626E+18,1.1063E+18,0,34002980,0,0,0,2,27075,0,2544,1562,-0.8,0
0,5.52979E+17,5.52979E+17,5.52988E+17,0,25110374,0,0,0,1,15752,0,991,1993,0,0
0,5.52828E+17,5.52828E+17,5.5293E+17,0,186688764,1,0,0,2,16985,0,577,396,-0.4,0
0,4.99413E+17,4.99413E+17,4.99414E+17,0,17068692,0,0,0,2,4067,0,88,70,0.475,0
0,3.81884E+18,2.72168E+18,3.81886E+18,2,4773737611,1,581,254,6,130055,0,254824,2969,-0.05,0
0,6.63827E+18,6.64071E+18,6.64094E+18,0,3141763741,1,3,2,32,172943,0,12932,13140,-4.57038961,0
0,5.52838E+17,5.52838E+17,5.52849E+17,0,18725815,0,0,0,2,1014,0,41,464,0.333333333,0
0,5.52827E+17,5.52827E+17,5.53458E+17,0,18213483,2,0,0,1,58,0,34,26,0,0
0,5.53121E+17,5.53121E+17,5.53131E+17,0,14264854,0,0,0,2,55,0,16,54,0,0
0,5.53102E+17,5.53102E+17,5.53121E+17,0,2097571,0,0,0,1,122701,0,953,1602,-0.6,0
0,5.53541E+17,5.53541E+17,5.53542E+17,0,5402612,0,0,0,1,4032,0,43,61,0.136363636,0
0,5.52811E+17,5.52811E+17,5.54112E+17,0,1878576403,0,0,0,1,1139,0,106,643,0.285714286,0
0,5.00318E+17,5.00318E+17,5.00321E+17,0,618300542,0,0,0,2,1706,0,15,319,0.05,0
0,5.5285E+17,5.5285E+17,5.52861E+17,0,182091416,1,0,0,1,3918,0,1323,807,0,0
0,2.21129E+18,2.2113E+18,2.2113E+18,0,4985421076,0,2,3,7,7744,0,228,1196,0.133333333,0
0,9.99401E+17,9.99411E+17,9.99425E+17,0,123039623,0,2,3,5,54710,0,850,1395,-0.2,0
0,2.7585E+18,2.7586E+18,2.75864E+18,0,6944826117,0,8,10,11,50119,0,2608,2493,0.95,0
0,5.52812E+17,5.52812E+17,5.52869E+17,0,130468394,0,0,0,2,31320,0,451,129,0.25,0
0,5.2502E+17,5.2502E+17,5.25021E+17,0,14498713,0,0,0,1,8986,0,684,278,0.65,0
0,1.10695E+18,1.10696E+18,1.10696E+18,0,344478200,0,0,0,7,1242,0,186,276,0,0
0,5.53227E+17,5.53227E+17,5.53228E+17,0,742143,2,0,0,1,52648,0,502,1100,0,0
0,5.25047E+17,0,5.25047E+17,1,0,1,111,175,1,3093,0,706,593,0,0
0,5.444E+18,5.44402E+18,5.44402E+18,0,14942601770,0,2,13,18,16250,0,1360,1220,1.264047619,0
0,5.24958E+17,5.24958E+17,5.24961E+17,0,289998339,0,0,0,1,177,0,31,48,0.5,0
0,5.44327E+17,5.44327E+17,5.44331E+17,0,2799960092,0,0,0,2,4157,0,87,101,0,0
0,4.99388E+17,4.99388E+17,4.99391E+17,0,18631010,2,1,0,1,181553,0,1047,596,0.125,0
0,5.53215E+17,5.53215E+17,5.53228E+17,0,90202078,1,1,0,1,30287,0,266,417,0.7,0
0,9.99658E+17,9.9966E+17,9.99843E+17,0,32297534,2,0,1,2,15885,0,616,532,-0.275,0
0,5.52792E+17,5.52792E+17,5.5284E+17,0,2837193419,0,0,0,3,1327,0,165,575,-0.341666667,0
0,5.53575E+17,5.53575E+17,5.53576E+17,0,3108351,0,2,1,1,6930,0,120,526,-0.55,0
0,5.00376E+17,5.00378E+17,5.00379E+17,0,4207961,0,0,0,2,50691,0,1570,407,0.35,0
0,1.09706E+18,1.09707E+18,1.09707E+18,0,107554174,0,4,5,3,14170,0,974,1439,0.037121212,0
0,1.49909E+18,1.49911E+18,1.49911E+18,0,44406446,1,0,2,5,102334,0,2877,4926,0.242857143,0
0,5.44439E+17,0,5.44442E+17,0,0,0,0,0,2,446,0,175,174,0,0
0,1.0007E+18,1.00084E+18,1.00084E+18,0,144409342,0,0,2,2,3228,0,160,1958,0.46875,0
0,5.52847E+17,5.52847E+17,5.52848E+17,0,37303498,0,0,0,2,24496,0,11721,934,0,0
0,5.44467E+17,5.44467E+17,5.4447E+17,0,246130881,0,0,0,1,17,0,1,169,0.25,0
0,5.53527E+17,5.53527E+17,5.5386E+17,0,24506246,0,0,0,1,1140,0,77,281,0,0
0,5.80351E+17,5.80351E+17,5.80353E+17,0,216739115,0,1,1,3,10239,0,156,343,0,0
0,5.5279E+17,5.52811E+17,5.52818E+17,0,15466399,0,0,0,2,1114,0,614,114,0.285714286,0
0,5.53543E+17,5.53543E+17,5.53545E+17,0,16589206,0,0,0,1,38522,0,1694,883,0.65,0
0,5.44445E+17,5.44445E+17,5.44447E+17,0,16973333,0,0,0,1,9551,0,979,978,0,0
0,5.52812E+17,5.52818E+17,5.52824E+17,0,256601887,0,1,1,4,15377,0,3853,1894,0,0
0,5.44473E+17,5.44473E+17,5.44473E+17,0,21360768,0,0,0,1,7802,0,202,244,0.433333333,0
0,5.53146E+17,5.53146E+17,5.53147E+17,0,14095052,0,1,0,1,660,0,82,273,0,0
0,5.52832E+17,5.52832E+17,5.52834E+17,0,21866939,0,0,0,1,125,0,0,22,0,0
0,5.44285E+17,5.44285E+17,5.44285E+17,0,100629223,0,0,1,1,2022,0,787,1459,0.35,0
0,4.99697E+17,4.99697E+17,4.9972E+17,0,1716581,2,0,0,2,29046,0,152,89,0.5,0
0,5.0027E+17,5.00314E+17,5.00319E+17,0,161544830,0,0,0,2,4329,0,253,751,0.420833333,0
0,1.63354E+18,1.63354E+18,1.63355E+18,0,4520330387,0,4,2,6,127207,0,19844,756,0,0
0,4.99602E+17,4.99602E+17,4.99603E+17,0,14090948,2,1,2,1,9662,0,373,454,0.1,0
0,5.24981E+17,0,5.24981E+17,1,0,0,104,25,1,1039,0,452,358,0.25,0
0,5.5321E+17,5.5321E+17,5.53211E+17,0,16589206,0,0,0,1,9527,0,251,501,-0.4,0
0,5.24943E+17,5.24943E+17,5.24944E+17,0,14511951,0,0,1,2,27174,0,667,336,0.9,0
0,2.6251E+18,2.62599E+18,2.62619E+18,0,776364085,0,0,4,10,6005,0,560,2740,1.192460317,0
0,4.99424E+17,4.99424E+17,4.99438E+17,0,368196789,1,1,0,1,78877,0,1624,1588,0,0
0,5.53213E+17,5.53213E+17,5.53215E+17,0,3108351,0,0,0,1,132,0,13,120,0,0
0,5.44301E+17,5.44301E+17,5.44304E+17,0,774393817,1,0,0,1,15025,0,1202,1977,0.068181818,0
0,9.97968E+17,9.97968E+17,9.97977E+17,0,38256709,1,0,0,3,42585,0,326,648,0.285714286,0
0,5.53215E+17,5.53215E+17,5.53217E+17,0,520011678,1,0,1,1,7778,0,469,911,0,0
0,5.52818E+17,5.52818E+17,5.52904E+17,0,22662704,0,0,0,1,24478,0,917,1839,0.5,0
0,5.47504E+18,5.47507E+18,5.47509E+18,0,2055472716,0,2,3,17,259627,0,7657,5961,-0.272916667,0
0,5.44389E+17,5.44389E+17,5.44396E+17,0,1695784514,0,0,0,4,28624,0,4123,776,0,0
0,5.53476E+17,5.53476E+17,5.53556E+17,0,292765961,0,1,0,3,5281,0,248,460,1,0
0,5.52828E+17,5.52828E+17,5.52829E+17,0,14293310,0,0,0,1,3417,0,549,615,0.25,0
0,5.00234E+17,5.00234E+17,5.00242E+17,0,64643056,1,0,0,1,17921,0,796,419,-0.166666667,0
0,1.49814E+18,1.49814E+18,1.4989E+18,0,207014898,0,0,0,3,38874,0,1395,2835,0.121428571,0
0,5.53186E+17,5.53215E+17,5.53333E+17,0,41789292,0,0,0,2,8118,0,200,489,0,0
0,5.44344E+17,5.44344E+17,5.44344E+17,0,37881687,0,1,3,1,26179,0,516,964,0.1,0
0,5.53121E+17,5.53121E+17,5.53136E+17,0,742143,0,0,0,1,23,0,31,58,0,0
0,4.99696E+17,4.99696E+17,4.997E+17,0,6267962,0,1,1,2,8680,0,7269,219,-0.164583333,0
0,1.08903E+18,1.08905E+18,1.08905E+18,0,73246026,0,0,2,3,18369,0,2349,754,0.25,0
0,1.05327E+18,1.05327E+18,1.05343E+18,0,568818692,0,0,0,6,16881,0,2428,1594,-0.116666667,0
0,5.44489E+17,5.44489E+17,5.445E+17,0,18628451,0,0,0,1,932,0,26,168,-0.2,0
0,5.53219E+17,5.53219E+17,5.53226E+17,0,3108351,1,0,0,1,1244,0,44,301,0.054166667,0
0,5.52817E+17,5.52817E+17,5.52823E+17,0,788524,0,0,1,1,730,0,10,18,0.05,0
0,4.98254E+17,4.98284E+17,4.98286E+17,0,336790051,1,0,0,2,54011,0,1678,2001,0,0
0,5.24961E+17,0,5.24961E+17,1,0,0,404,81,0,977,0,434,205,0,0
0,5.4442E+17,5.4442E+17,5.44421E+17,0,2653613168,0,0,0,2,24044,0,330,1999,0,0
0,5.53532E+17,5.53532E+17,5.53546E+17,0,1073676020,0,0,0,1,711,0,45,187,0.3,0
0,5.80343E+17,5.80343E+17,5.80348E+17,0,64643056,0,0,1,1,596,0,33,233,-0.275,0
0,5.44409E+17,5.44409E+17,5.44411E+17,0,331672974,0,0,0,1,20894,0,1239,1521,0,0
0,5.53493E+17,5.53493E+17,5.53497E+17,0,141255641,0,0,0,1,639,0,273,507,0.05,0
0,5.4452E+17,5.4452E+17,5.4452E+17,0,30495613,0,0,1,1,19879,0,3882,400,0,0
0,5.53529E+17,5.53529E+17,5.5353E+17,0,807095,0,1,0,1,104207,0,473,226,0,0
0,5.52834E+17,5.52834E+17,5.529E+17,0,147994804,0,0,0,2,1607,0,20,130,0,0
0,5.52819E+17,5.52819E+17,5.52888E+17,0,228871317,2,1,2,1,27810,0,462,753,0.26,0
0,5.5316E+17,5.5316E+17,5.53161E+17,0,14569869,1,1,0,1,2179,0,14989,520,0,0
0,5.24979E+17,5.24979E+17,5.24984E+17,0,24224425,0,0,0,1,100053,0,355,397,-0.35,0
0,5.53161E+17,5.53161E+17,5.53163E+17,0,24127595,0,0,0,2,134,0,115,289,0.78,0
0,3.2665E+18,2.72213E+18,3.26655E+18,1,3615543609,1,199,210,9,62855,0,6231,4620,-0.233333333,0
0,5.2498E+17,5.2498E+17,5.24982E+17,0,19077044,0,0,0,1,14081,0,548,1010,-0.1,0
0,3.32126E+18,3.32143E+18,3.32147E+18,0,14517046022,2,0,0,17,137322,0,4932,10818,-0.238095238,0
0,5.53582E+17,5.53582E+17,5.53583E+17,0,1652541,0,0,0,1,20815,0,421,436,0,0
0,4.99703E+17,4.99703E+17,4.99704E+17,0,100136358,0,0,0,2,13805,0,2439,673,0.1,0
0,5.53582E+17,5.53582E+17,5.53583E+17,0,5402612,0,0,3,1,943,0,594,562,0,0
0,1.10565E+18,1.10565E+18,1.10566E+18,0,465605235,2,0,0,3,11877,0,445,436,-0.6,0
0,5.52834E+17,5.52834E+17,5.52834E+17,0,37034483,0,0,0,1,1904,0,402,608,-0.75,0
0,5.44518E+17,5.44518E+17,5.44521E+17,0,3108351,0,0,0,1,27718,0,1729,1961,0.35,0
0,5.24999E+17,5.24999E+17,5.24999E+17,0,261413944,0,0,0,1,58817,0,1025,603,0.5,0
0,5.528E+17,5.528E+17,5.52804E+17,0,501768982,0,0,0,2,11576,0,3170,130,0,0
0,4.99529E+17,4.99529E+17,4.9953E+17,0,14090948,1,3,0,1,48930,0,1319,838,0.2,0
0,1.10699E+18,1.10699E+18,1.107E+18,0,172476926,0,1,0,3,3886,0,890,1826,-0.51,0
0,5.80325E+17,5.80325E+17,5.80337E+17,0,2097571,0,0,0,1,10329,0,1155,610,0.239285714,0
0,5.53158E+17,5.53158E+17,5.53177E+17,0,170998795,0,0,0,1,870,0,25,191,0.2,0
0,5.53548E+17,5.53548E+17,5.5355E+17,0,64643056,0,0,0,1,24597,0,687,848,0,0
0,5.44478E+17,5.44478E+17,5.44481E+17,0,2177710981,0,0,0,1,303,0,20,105,0,0
0,5.52852E+17,5.53169E+17,5.5317E+17,0,2207593776,0,0,0,2,28965,0,23265,270,-0.6,0
0,5.2498E+17,5.2498E+17,5.24985E+17,0,19077044,0,0,0,3,3130,0,243,323,0,0
0,5.52834E+17,5.52834E+17,5.52837E+17,0,37034483,0,0,0,1,3976,0,188,141,-0.6,0
0,5.44391E+17,5.44391E+17,5.44393E+17,0,3108351,0,0,0,1,19791,0,1862,1988,0,0
0,5.44401E+17,5.44403E+17,5.44564E+17,0,266276055,0,0,1,1,26821,0,707,562,-0.4,0
0,5.0034E+17,5.0034E+17,5.0034E+17,0,584797578,2,0,0,2,57988,0,417,232,-0.166666667,0
0,5.80883E+17,5.80883E+17,5.80886E+17,0,227837742,0,0,1,3,12544,0,774,783,0.4,0
0,4.99697E+17,4.99697E+17,4.9972E+17,0,183341278,1,0,0,1,90329,0,903,674,0,0
